cordinates,name
"24.84964,36.086334 24.849532,36.086315",N Dentro St 5400 5448
"24.845906,36.081179 24.845956,36.081826",N Leeno St 4100 4198
"24.849681,36.081069 24.849632,36.081709",N Scarkeme St
"24.859163,36.08902 24.857463,36.08942",N Valmai St 4752 4902
"24.844314,36.071451 24.844263,36.07242",N Pilau St 3198 3298
"24.844363,36.07022 24.844363,36.07052",N Pilau St 3074 3098
"24.841363,36.06342 24.840563,36.06342",N Anrop St 6138 6198
"24.839544,36.05953 24.839442,36.059861 24.838984,36.059869 24.838541,36.059609",
"24.839676,36.058705 24.839641,36.059213 24.839544,36.05953",
"24.850963,36.07802 24.849763,36.07802",N Blant St 5402 5498
"24.862464,36.05192 24.861064,36.05192",N Els St 4430 4598
"24.875064,36.07832 24.874264,36.07882",N Valmai St 3644 3690
"24.874764,36.07772 24.874764,36.07802",N Utmana St 3808 3898
"24.87331,36.067496 24.871464,36.06772",N Artakis St 3726 3898
"24.885764,36.07112 24.884064,36.07112",N Avionos St 2904 3098
"24.887264,36.06912 24.885864,36.06912",N Aveny St 2900 2998
"24.882465,36.053821 24.882465,36.054721",N Evzonon St 934 1098
"24.848351,36.045705",Skaldis  1199 1193
"24.851792,36.048628 24.853384,36.048609",S Els St
"24.864422,36.045346",S Spetson St 1153 1199
"24.879565,36.049121 24.879565,36.048321",S Utanfor St 713 799
"24.879565,36.047421 24.878065,36.04742",S Ermou St 3400 3498
"24.891817,36.065449 24.891765,36.066021",Pamassou Rd 100 198
"24.891006,36.065186 24.890865,36.065421 24.890865,36.066521",Iroon Rd 100 198
"24.890465,36.063121 24.890065,36.063121",N Zefirou Ave 2514 2598
"24.893465,36.063621 24.893465,36.065221",N Gondol St 1058 2498
"24.909365,36.065221",N Sannan Pky 176 520
"24.889965,36.045421",S Jav St 1159 1199
"24.835063,36.08922 24.836363,36.08922",N Desafio St 6575 6501
"24.829141,36.093202 24.828965,36.092895",Rozarol Rd
"24.828965,36.092895 24.82892,36.092816 24.828955,36.092618 24.829109,36.092547 24.829203,36.092436 24.829191,36.092224 24.829262,36.092056 24.829368,36.091808 24.829616,36.091653 24.829722,36.09161 24.829816,36.091565 24.829899,36.091384 24.829863,36.091243 24.829863,36.091129 24.829959,36.090966 24.830077,36.090816 24.830218,36.090622",Rozarol Rd 1 107
"24.840463,36.09282 24.840463,36.09432",N Gerantoni St 5100 5298
"24.883964,36.07292 24.885379,36.072943",N Barabla St
"24.835763,36.08282 24.835795,36.082343",N Medel St
"24.83516,36.08013 24.834391,36.080201",N Camino St
"24.83516,36.08013 24.835088,36.078064",N Medel St
"24.835088,36.078064 24.83339,36.078073",N Blant St
"24.83339,36.078073 24.833437,36.080275",Obil St 3800 4098
"24.834391,36.080201 24.833811,36.080506 24.833353,36.080468",
"24.833437,36.080275 24.834391,36.080201",N Camino St 6699 6611
"24.842599,36.076895 24.843553,36.076884",N Havet Dr 3799 3701
"24.842586,36.07622 24.841763,36.07622 24.839163,36.07692",N Bilar St 6034 6298
"24.842599,36.076895 24.842586,36.07622",N Ionnanon St 3799 3701
"24.843597,36.077536 24.843553,36.076884",N Tzavella St 3799 3701
"24.841319,36.079515 24.841289,36.078224 24.84136,36.078046 24.841443,36.077826 24.841643,36.077683 24.841879,36.077611 24.842162,36.077545 24.842374,36.077544 24.843597,36.077536",N Gerantoni St 3899 3701
"24.844263,36.074349 24.844263,36.07442",N Pilau St 3516 3522
"24.824163,36.06352",N Anrop St 7400 7450
"24.842555,36.05951 24.842296,36.05967 24.842098,36.059739 24.841579,36.059777 24.84048,36.059815",N Alexandrias St 6000 6198
"24.879565,36.04572",S Utanfor St 1107 1199
"24.850663,36.08952 24.851983,36.08952",N Desafio St 5399 5301
"24.885565,36.060383 24.885565,36.060721",N Lumen St 1500 1898
"24.845923,36.074337 24.844263,36.074349",N Barwyn St
"24.85642,36.080887 24.856364,36.08172",N Limnou St 4100 4198
"24.83645,36.069063 24.835901,36.069252 24.835465,36.06947 24.835029,36.069758 24.834722,36.07003 24.834534,36.070267 24.834451,36.070435 24.834428,36.070607",
"24.844125,36.058916 24.844051,36.059342",N Pilau St 1734 1788
"24.842555,36.05892 24.843356,36.058918",N Alamanas St 5999 5949
"24.865764,36.04662 24.865826,36.045999",S Nia Ave
"24.828811,36.054023 24.828863,36.05522",Seranti Dr 942 1098
"24.83348,36.054897 24.832963,36.05522",N Achilleos St 6300 6808
"24.828811,36.054023 24.833194,36.054078 24.833465,36.054199 24.83348,36.054897",N Acera St 7099 6701
"24.844212,36.053292 24.844036,36.054223",N Pilau St 998 1118
"24.840927,36.053048 24.839412,36.053126 24.837816,36.053158 24.833689,36.053109",Skaldis
"24.844212,36.053292 24.840927,36.053048",N Acera St 5900 6298
"24.843356,36.058918 24.84339,36.059342",N Tzavella St
"24.824363,36.05482",N Achilleos St 7400 7458
"24.83639,36.068826 24.83645,36.069063",N Opalante Dr 3000 3098
"24.828763,36.05292 24.828016,36.052945",N Ermou St 7100 7108
"24.833541,36.054859 24.83348,36.054897",N Achilleos St
"24.844136,36.052391 24.842813,36.052702 24.842188,36.052828 24.840927,36.053048",Skaldis
"24.828782,36.053367 24.828811,36.054023",Seranti Dr 934 940
"24.845463,36.07972 24.845345,36.079424",N Leeno St 3923 3901
"24.84817,36.079644 24.847651,36.079515 24.845713,36.079515 24.845576,36.079408 24.845345,36.079424",N Brada St 5600 5634
"24.845345,36.079424 24.844935,36.079453",N Brada St 5636 5640
"24.838389,36.069909 24.838493,36.070611",N Wenna St 3100 3198
"24.844264,36.05812 24.844125,36.058916",N Pilau St 1630 1732
"24.844136,36.052391 24.844212,36.053292",N Pilau St 964 996
"24.850964,36.07432 24.850964,36.075349",N Finiatur St 3500 3598
"24.862464,36.06672 24.862505,36.067127",N Thessalias St 2700 2738
"24.876165,36.05382 24.875641,36.05382",N Acera St 3600 3630
"24.84339,36.059342 24.843544,36.061294",N Tzavella St 1501 1609
"24.887465,36.059721 24.887465,36.060055",N Fewnol St 1700 1746
"24.870004,36.045235",S Mikonou St 1161 1199
"24.859479,36.047807 24.859464,36.04932",S Omirou St
"24.870065,36.04572 24.870004,36.045235",S Mikonou St 1101 1159
"24.862564,36.064433 24.862564,36.06482",N Thessalias St 2400 2498
"24.842555,36.05892 24.842555,36.059342",N Ionnanon St
"24.842555,36.058808 24.842555,36.05892",N Ionnanon St
"24.870004,36.045235 24.869188,36.045239",S Achilleos St 4000 4098
"24.838493,36.070611 24.838541,36.070931",N Wenna St 3200 3298
"24.838493,36.070611 24.838118,36.070597 24.837811,36.070582 24.837611,36.070551 24.837422,36.070468",
"24.854754,36.04592 24.853364,36.04592",S Achilleos St 5100 5198
"24.8677,36.047433 24.86842,36.047441",S Isis St
"24.877768,36.072439 24.877895,36.072441",N Bairn St
"24.843514,36.061657 24.841864,36.06152",Velestinou Blvd 6000 6320
"24.898144,36.069429 24.898065,36.069421",N Aveny St 1100 2002
"24.898205,36.069383 24.898144,36.069429",Rist Way
"24.89796,36.069614 24.898144,36.069429",Rist Way
"24.848506,36.079033 24.848429,36.079278",N Yonille St 3830 3834
"24.849763,36.07802 24.848689,36.078446 24.848506,36.079033",N Yonille St 3800 3828
"24.864764,36.07932 24.865554,36.080031",N Nia Ave 3900 3998
"24.837229,36.070595 24.837597,36.071159",N Opalante Dr 3200 3298
"24.852019,36.06342 24.850964,36.06342",N Anrop St 5100 5398
"24.852264,36.06202 24.852264,36.063248",Filis St 2100 2298
"24.844264,36.06172 24.843514,36.061657",Velestinou Blvd 5900 5998
"24.873724,36.070312 24.871364,36.07052",N Averof St 3700 3898
"24.887228,36.07112 24.885764,36.07112",N Avionos St 2804 2902
"24.888764,36.071121 24.887228,36.07112",N Avionos St 2700 2802
"24.887228,36.07112 24.887138,36.071504 24.88689,36.071635 24.885595,36.071608",N Pluma St
"24.908365,36.054121 24.908061,36.05409",S Dimitriou St
"24.888221,36.063121 24.887665,36.063121",N Zefirou Ave 2704 2798
"24.888665,36.063121 24.888221,36.063121",N Zefirou Ave
"24.880935,36.070796 24.880964,36.07112",N Mattadou St 3170 3198
"24.876609,36.069236 24.876184,36.069264",N Aveny St 3522 3598
"24.877864,36.06912 24.876609,36.069236",N Aveny St 3500 3520
"24.87661,36.068298 24.876264,36.06832",N Asiant St 3522 3598
"24.877864,36.06822 24.87661,36.068298",N Asiant St 3500 3520
"24.876609,36.069236 24.87661,36.068298",
"24.87661,36.06729 24.876308,36.067321",N Artakis St 3570 3598
"24.877883,36.067293 24.87661,36.06729",N Artakis St 3500 3568
"24.87661,36.068298 24.87661,36.06729",N Taxiarchon Ave
"24.87661,36.06642 24.876364,36.06642",N Arkadou St
"24.877964,36.06642 24.87661,36.06642",N Arkadou St
"24.87661,36.06729 24.87661,36.06642",N Taxiarchon Ave 2709 2711
"24.87661,36.065495 24.87639,36.065517",N Arkadiou St 3516 3598
"24.877938,36.065517 24.87661,36.065495",N Arkadiou St 3500 3514
"24.87661,36.06642 24.87661,36.065495",N Taxiarchon Ave 2609 2611
"24.87661,36.06452 24.876364,36.06452",N Arbete St 3580 3598
"24.877764,36.06452 24.87661,36.06452",N Arbete St 3500 3578
"24.87661,36.065495 24.87661,36.06452",N Taxiarchon Ave
"24.87661,36.063693 24.876417,36.063677",N Antoniadou St 3516 3598
"24.877725,36.063626 24.87661,36.063693",N Antoniadou St 3500 3514
"24.87661,36.06452 24.87661,36.063693",N Taxiarchon Ave 2403 2401
"24.876616,36.062752 24.876424,36.062752",N Anntigonou St 3588 3598
"24.877764,36.06272 24.876616,36.062752",N Anntigonou St 3500 3586
"24.87661,36.063693 24.876616,36.062752",N Taxiarchon Ave
"24.87663,36.062 24.876356,36.061991",N Androutsou St 3582 3598
"24.877664,36.06202 24.87663,36.062",N Androutsou St 3500 3580
"24.876616,36.062752 24.87663,36.062",N Taxiarchon Ave
"24.87661,36.06122 24.876164,36.06122",N Amfitris St 3518 3598
"24.877564,36.06122 24.87661,36.06122",N Amfitris St 3500 3516
"24.87663,36.062 24.87661,36.06122",N Taxiarchon Ave 1909 1913
"24.871425,36.071675 24.871464,36.07242",N Polvo St 3192 3248
"24.871399,36.071185 24.871425,36.071675",N Polvo St 3154 3190
"24.876264,36.07242 24.876268,36.072059",N Taxiarchon Ave 3305 3301
"24.877717,36.072438 24.877768,36.072439",N Bairn St
"24.876264,36.07242 24.877717,36.072438",N Bairn St
"24.877717,36.072438 24.877718,36.072261",N Profitou Ilia Ave
"24.876583,36.06032 24.876164,36.06032",N Alm St 3568 3598
"24.877564,36.06032 24.876583,36.06032",N Alm St 3500 3566
"24.876405,36.054727 24.876165,36.05472",N Achilleos St 3394 3598
"24.876583,36.06032 24.876405,36.054727",N Taxiarchon Ave
"24.876357,36.053181 24.876165,36.05382",N Taxiarchon Ave 904 998
"24.876465,36.05282 24.876357,36.053181",N Taxiarchon Ave 901 935
"24.876405,36.054727 24.876357,36.053181",N Taxiarchon Ave
"24.833964,36.04662",S Obil St 1001 1199
"24.832964,36.04662",S Konitsis St 1001 1199
"24.839164,36.04662",S Thermopilon St 1198 1000
"24.907465,36.045621",S Maskin St 1201 1299
"24.905965,36.045421",S Menelaou St 1201 1299
"24.908765,36.045821",Narwhal Way 1201 1299
"24.904465,36.045321",S Schaber Ave 1201 1299
"24.902965,36.045121",S Honoliau Ave 1201 1299
"24.84753,36.047218 24.847674,36.04722 24.848369,36.047227",S Acera St
"24.842629,36.080767 24.842652,36.080334 24.842722,36.080129 24.842855,36.079812 24.842997,36.079582 24.84286,36.079186",N Ionnanon St 3999 3937
"24.849663,36.07432 24.848328,36.07432 24.848163,36.07432",N Barwyn St 5500 5898
"24.826463,36.06672 24.826763,36.06742 24.828303,36.069139",N Undeg Dr 2700 3098
"24.831156,36.067231 24.831187,36.067513 24.829981,36.068162",N Owena Pl 2832 2910
"24.835363,36.07562 24.835363,36.07592 24.835563,36.07732 24.836463,36.07792 24.836263,36.07862 24.836363,36.08002",N Kakavaki St 3700 3998
"24.828863,36.06462 24.831385,36.06611 24.833811,36.066674",N Opalante Dr 2400 2498
"24.837463,36.09112 24.837463,36.09162 24.837504,36.09298",N Wenna St 5000 5098
"24.842599,36.076895 24.841761,36.076905 24.841266,36.076985 24.840782,36.077118 24.840499,36.077278 24.840287,36.077397 24.840157,36.077674 24.840157,36.078002 24.840144,36.079057 24.840144,36.079415",N Havet Dr 3724 3898
"24.843714,36.078851 24.843638,36.078149 24.843597,36.077536",N Tzavella St 3899 3801
"24.849497,36.079025 24.848894,36.079036 24.848506,36.079033",N Brada St 5500 5598
"24.842629,36.080767 24.84341,36.080772 24.843638,36.080773",N Camino St 6101 6001
"24.852863,36.08082 24.852863,36.080911 24.852863,36.08172",N Filis St 4100 4198
"24.838686,36.073817 24.838963,36.07462 24.839163,36.07692",N Opalante Dr 3400 3698
"24.838541,36.070931 24.838587,36.071816 24.839263,36.07292 24.839663,36.07342",N Wenna St 3300 3498
"24.842363,36.07202 24.841863,36.07252 24.841563,36.07262",N Thramvou Dr 6100 6198
"24.839763,36.06582 24.839777,36.067208 24.839686,36.068559",N Thermopilon St 2600 2798
"24.849564,36.07242 24.846263,36.07242 24.844263,36.07242",N Bairn St 5700 5898
"24.840602,36.05565 24.84048,36.055825 24.84074,36.056214 24.839385,36.056276 24.839061,36.056291 24.839041,36.056453 24.838985,36.056893",
"24.838985,36.056893 24.839885,36.057214 24.840221,36.057504",Lakendra Pky
"24.850963,36.07612 24.850963,36.07732 24.850963,36.07802",N Finiatur St 3700 3798
"24.871486,36.081658 24.867264,36.08522 24.863918,36.087884",Rist Way 4100 4398
"24.871464,36.07712 24.871464,36.07752 24.87141,36.078218",N Polvo St 3800 3908
"24.882075,36.074956 24.882364,36.07522 24.882564,36.07542",Exadakitiou Way
"24.881264,36.07362 24.881435,36.074227 24.881694,36.07467",Exadakitiou Way
"24.890793,36.071372 24.889264,36.071621 24.882964,36.07522 24.882564,36.07542",Rist Way 2600 3198
"24.848369,36.048074 24.848615,36.048079 24.849898,36.048106",S Ermou St
"24.846849,36.047982 24.846828,36.048104 24.846858,36.049127",
"24.895165,36.070621 24.893565,36.070921 24.891302,36.071289",Rist Way 2200 2498
"24.902065,36.063021 24.901821,36.0641 24.901595,36.065101",Kartong
"24.905534,36.067183 24.905265,36.067321 24.901501,36.068499",N Sannan Pky
"24.903465,36.066421 24.903065,36.067221 24.90243,36.067645",N Sina Way 900 998
"24.906665,36.055021 24.906865,36.054021 24.906876,36.053967",Narwhal Way 301 405
"24.82403,36.05264 24.824609,36.052812 24.825413,36.053166",Isminis
"24.831063,36.06672 24.830979,36.066729 24.829263,36.06692",N Arkadou St 6900 6998
"24.845963,36.08712 24.845881,36.08712 24.844473,36.087127",N Santaroza St 5700 5898
"24.847868,36.081808 24.847811,36.081813 24.845956,36.081826",N Carnero St 5600 5698
"24.852863,36.08082 24.852772,36.080826 24.851337,36.080789",N Carden St 5300 5398
"24.83645,36.069063 24.836478,36.069176 24.836588,36.069612 24.837083,36.070371 24.837229,36.070595",N Opalante Dr 3100 3198
"24.848369,36.048074 24.848363,36.048495 24.848354,36.049127",S Yonille St 898 750
"24.888065,36.065621 24.887747,36.065607 24.885865,36.065521",N Arkadiou St 2300 2998
"24.886765,36.059221 24.885507,36.059311 24.885365,36.059321",N Alexandrias St 2900 2998
"24.848369,36.047227 24.848369,36.04762 24.848369,36.048074",S Yonille St 906 900
"24.859464,36.05022 24.859464,36.049409 24.859464,36.04932",S Omirou St 601 699
"24.881165,36.045721 24.881165,36.045015",S Mattadou St 1101 1199
"24.890365,36.068221 24.890286,36.068221 24.888765,36.068221",N Asiant St 2600 2698
"24.87141,36.078218 24.871494,36.078213 24.872112,36.078179",N Brada St 4131 3801
"24.844363,36.08182 24.842941,36.081825 24.841761,36.081869",N Carnero St 5900 6098
"24.837597,36.071159 24.837795,36.071462 24.837963,36.07172 24.838686,36.073817",N Opalante Dr 3300 3398
"24.876264,36.06972 24.876374,36.069897 24.876481,36.070054 24.876547,36.070109 24.87661,36.06993 24.876609,36.069236",
"24.87661,36.06122 24.87661,36.061147 24.876583,36.06032",N Taxiarchon Ave
"24.828805,36.050428 24.828239,36.050438 24.827461,36.050435",Egeou Ave 7100 7198
"24.837383,36.056794 24.837292,36.057132 24.837163,36.05752",N Lakendra Pky 1236 1298
"24.836863,36.057923 24.836963,36.05872 24.835963,36.05952",N Lakendra Pky 1308 1598
"24.839163,36.09332 24.837626,36.094033",N Peque Way 6300 6450
"24.837626,36.094033 24.837168,36.094338 24.836512,36.094789",N Peque Way 6452 6598
"24.837626,36.094033 24.835568,36.093822 24.835298,36.093808",N Dodonis St 6500 6698
"24.834863,36.07552 24.834585,36.076012",N Thrakis Dr 6498 6416
"24.849564,36.07062 24.849543,36.072159 24.849564,36.07242",N Scarkeme St 3100 3298
"24.834363,36.08782 24.833882,36.087907",N Derwen St
"24.833882,36.087907 24.833878,36.088374",N Obil St 4800 4828
"24.833878,36.088374 24.833869,36.0894 24.833872,36.089471",N Obil St 4830 4898
"24.833763,36.09282 24.833788,36.094619",
"24.833788,36.094619",N Peque Way
"24.836512,36.094789 24.83389,36.094618 24.833788,36.094619",N Peque Way 6600 6698
"24.833763,36.09282 24.832896,36.093148 24.832377,36.093247 24.831797,36.093377 24.831216,36.093415 24.830301,36.093415 24.829843,36.093461 24.829522,36.093461",S Rosyn Dr 4 4982
"24.829522,36.093461 24.829324,36.093377 24.829141,36.093202",Rozarol Rd
"24.829522,36.093461 24.829619,36.093219 24.829874,36.093105 24.829901,36.092982 24.829902,36.09288",N Sachtouri Ln
"24.829902,36.09288 24.829907,36.092218 24.830296,36.091612 24.83033,36.091253 24.830719,36.09082 24.831323,36.090197 24.831383,36.089842",N Sachtouri Ln 5099 4901
"24.836512,36.094789",N Dragoumi Pl 6599 6559
"24.899065,36.065721 24.898913,36.065214",N Achilleos St 400 412
"24.898913,36.065214 24.898765,36.064721",N Achilleos St 414 498
"24.898913,36.065214 24.900065,36.064721",
"24.904365,36.062921 24.904161,36.062982",N Irinis St
"24.879264,36.06032 24.879215,36.058835",N Utanfor St
"24.849963,36.09142 24.851104,36.091496 24.851968,36.091381",N Helice St 5419 5301
"24.847912,36.090892 24.846963,36.09092",N Diogenous St 5400 5598
"24.84843,36.092985 24.847594,36.092945 24.847063,36.09282",N Distomou St 5500 5598
"24.851836,36.093863 24.850482,36.093404 24.849824,36.092985",N Distomou St 5300 5398
"24.855016,36.088604 24.853506,36.088604",N Rees St 5100 5200
"24.853506,36.088604 24.852045,36.088604",N Rees St 5202 5298
"24.855003,36.089515 24.853482,36.089518",N Desafio St 4810 5098
"24.853482,36.089518 24.851983,36.08952",N Desafio St 5100 5298
"24.848132,36.090437 24.849901,36.090425 24.850263,36.09052 24.850651,36.090521",N Hix St 5499 5401
"24.857967,36.058526 24.859364,36.05842",N Alamanas St 4893 4801
"24.857964,36.05752 24.857967,36.058526",N Ithakis St 1400 1498
"24.859364,36.05942 24.857965,36.05942",N Alexandrias St 4800 4894
"24.857965,36.05942 24.856464,36.05942",N Alexandrias St 4896 4998
"24.857967,36.058526 24.857965,36.05942",N Ithakis St 1500 1620
